country;region;year;decile;share
Brazil;With Rural North;2004;d3;2,7741628
Brazil;With Rural North;2004;d4;3,7070565
Brazil;With Rural North;2004;d5;4,8059487
Brazil;With Rural North;2004;d6;6,2012134
Brazil;With Rural North;2004;d7;8,0177879
Brazil;With Rural North;2004;d8;10,797292
Brazil;With Rural North;2004;d9;16,295996
Brazil;With Rural North;2004;ratio_10_1;46,333618
Brazil;With Rural North;2005;d1;0,98596519
Brazil;With Rural North;2005;d10;44,601658
Brazil;With Rural North;2005;d2;1,9689654
Brazil;With Rural North;2005;d3;2,8044155
Brazil;With Rural North;2005;d4;3,7455547
Brazil;With Rural North;2005;d5;4,8428888
Brazil;With Rural North;2005;d6;6,2419977
Brazil;With Rural North;2005;d7;8,014884
Brazil;With Rural North;2005;d8;10,720447
Brazil;With Rural North;2005;d9;16,073227
Brazil;With Rural North;2005;ratio_10_1;45,234994
Brazil;With Rural North;2006;d1;1,0164002
Brazil;With Rural North;2006;d10;44,025173
Brazil;With Rural North;2006;d2;2,0374739
Brazil;With Rural North;2006;d3;2,9026496
Brazil;With Rural North;2006;d4;3,8491809
Brazil;With Rural North;2006;d5;4,9390311
Brazil;With Rural North;2006;d6;6,3024249
Brazil;With Rural North;2006;d7;8,096386
Brazil;With Rural North;2006;d8;10,747248
Brazil;With Rural North;2006;d9;16,084036
Brazil;With Rural North;2006;ratio_10_1;43,312997
Brazil;With Rural North;2007;d1;0,99769098
Brazil;With Rural North;2007;d10;43,110252
Brazil;With Rural North;2007;d2;2,07342
Brazil;With Rural North;2007;d3;2,9588816
Brazil;With Rural North;2007;d4;3,9486408
Brazil;With Rural North;2007;d5;5,0971727
Brazil;With Rural North;2007;d6;6,520227
Brazil;With Rural North;2007;d7;8,2724476
Brazil;With Rural North;2007;d8;10,90905
Brazil;With Rural North;2007;d9;16,078482
Brazil;With Rural North;2007;ratio_10_1;43,211015
Brazil;With Rural North;2008;d1;1,073779
Brazil;With Rural North;2008;d10;42,442692
Brazil;With Rural North;2008;d2;2,1569524
Brazil;With Rural North;2008;d3;3,0807581
Brazil;With Rural North;2008;d4;4,0689759
Brazil;With Rural North;2008;d5;5,2092099
Brazil;With Rural North;2008;d6;6,6161938
Brazil;With Rural North;2008;d7;8,3310251
Brazil;With Rural North;2008;d8;10,940817
Brazil;With Rural North;2008;d9;16,053196
Brazil;With Rural North;2008;ratio_10_1;39,525703
Brazil;With Rural North;2009;d1;1,0739117
Brazil;With Rural North;2009;d10;42,081516
Brazil;With Rural North;2009;d2;2,1866145
Brazil;With Rural North;2009;d3;3,122786
Brazil;With Rural North;2009;d4;4,1373014
Brazil;With Rural North;2009;d5;5,2764478
Brazil;With Rural North;2009;d6;6,6795101
Brazil;With Rural North;2009;d7;8,3979988
Brazil;With Rural North;2009;d8;10,980214
Brazil;With Rural North;2009;d9;16,022173
Brazil;With Rural North;2009;ratio_10_1;39,18474
Brazil;With Rural North;2011;d1;1,1046857
Brazil;With Rural North;2011;d10;41,653976
Brazil;With Rural North;2011;d2;2,2781355
Brazil;With Rural North;2011;d3;3,2409258
Brazil;With Rural North;2011;d4;4,2576523
Brazil;With Rural North;2011;d5;5,4046898
Brazil;With Rural North;2011;d6;6,8356457
Brazil;With Rural North;2011;d7;8,4934406
Brazil;With Rural North;2011;d8;10,961779
Brazil;With Rural North;2011;d9;15,769069
Brazil;With Rural North;2011;ratio_10_1;37,705884
Brazil;With Rural North;2012;d1;1,1706028
Brazil;With Rural North;2012;d10;41,465851
Brazil;With Rural North;2012;d2;2,3384824
Brazil;With Rural North;2012;d3;3,2938042
Brazil;With Rural North;2012;d4;4,311111
Brazil;With Rural North;2012;d5;5,4659491
Brazil;With Rural North;2012;d6;6,8630943
Brazil;With Rural North;2012;d7;8,4708843
Brazil;With Rural North;2012;d8;10,927956
Brazil;With Rural North;2012;d9;15,617164
Brazil;With Rural North;2012;ratio_10_1;35,423558
Brazil;With Rural North;2013;d1;1,1303381
Brazil;With Rural North;2013;d10;41,620289
Brazil;With Rural North;2013;d2;2,3109756
Brazil;With Rural North;2013;d3;3,2783983
Brazil;With Rural North;2013;d4;4,2928467
Brazil;With Rural North;2013;d5;5,4469643
Brazil;With Rural North;2013;d6;6,8544326
Brazil;With Rural North;2013;d7;8,4520655
Brazil;With Rural North;2013;d8;10,91037
Brazil;With Rural North;2013;d9;15,690811
Brazil;With Rural North;2013;ratio_10_1;36,821065
Brazil;With Rural North;2014;d1;1,265855
Brazil;With Rural North;2014;d10;40,532375
Brazil;With Rural North;2014;d2;2,4359493
Brazil;With Rural North;2014;d3;3,4140642
Brazil;With Rural North;2014;d4;4,4235253
Brazil;With Rural North;2014;d5;5,5680141
Brazil;With Rural North;2014;d6;6,9789872
Brazil;With Rural North;2014;d7;8,5884142
Brazil;With Rural North;2014;d8;11,067397
Brazil;With Rural North;2014;d9;15,725421
Brazil;With Rural North;2014;ratio_10_1;32,017815
Brazil;With Rural North;2015;d1;1,2233069
Brazil;With Rural North;2015;d10;40,293385
Brazil;With Rural North;2015;d2;2,4281771
Brazil;With Rural North;2015;d3;3,4314489
Brazil;With Rural North;2015;d4;4,4577117
Brazil;With Rural North;2015;d5;5,6220837
Brazil;With Rural North;2015;d6;7,0419426
Brazil;With Rural North;2015;d7;8,6475391
Brazil;With Rural North;2015;d8;11,05616
Brazil;With Rural North;2015;d9;15,759033
Brazil;With Rural North;2015;ratio_10_1;32,938757
Chile;New Income Methodology;2000;d1;1,3771569
Chile;New Income Methodology;2000;d10;42,505992
Chile;New Income Methodology;2000;d2;2,5423502
Chile;New Income Methodology;2000;d3;3,417413
Chile;New Income Methodology;2000;d4;4,2905561
Chile;New Income Methodology;2000;d5;5,2889551
Chile;New Income Methodology;2000;d6;6,5030972
Chile;New Income Methodology;2000;d7;8,118722
Chile;New Income Methodology;2000;d8;10,56681
Chile;New Income Methodology;2000;d9;15,388947
Chile;New Income Methodology;2000;ratio_10_1;30,862377
Chile;New Income Methodology;2003;d1;1,4580768
Chile;New Income Methodology;2003;d10;41,10472
Chile;New Income Methodology;2003;d2;2,6703874
Chile;New Income Methodology;2003;d3;3,5398515
Chile;New Income Methodology;2003;d4;4,4568389
Chile;New Income Methodology;2003;d5;5,5055908
Chile;New Income Methodology;2003;d6;6,7405875
Chile;New Income Methodology;2003;d7;8,3500408
Chile;New Income Methodology;2003;d8;10,754862
Chile;New Income Methodology;2003;d9;15,419044
Chile;New Income Methodology;2003;ratio_10_1;28,190286
Chile;New Income Methodology;2006;d1;1,8450269
Chile;New Income Methodology;2006;d10;38,186999
Chile;New Income Methodology;2006;d2;3,0653754
Chile;New Income Methodology;2006;d3;3,9592678
Chile;New Income Methodology;2006;d4;4,8612969
Chile;New Income Methodology;2006;d5;5,8715649
Chile;New Income Methodology;2006;d6;7,062266
Chile;New Income Methodology;2006;d7;8,5967802
Chile;New Income Methodology;2006;d8;10,968089
Chile;New Income Methodology;2006;d9;15,583334
Chile;New Income Methodology;2006;ratio_10_1;20,696215
Chile;New Income Methodology;2009;d1;1,9292285
Chile;New Income Methodology;2009;d10;38,365832
Chile;New Income Methodology;2009;d2;3,1864895
Chile;New Income Methodology;2009;d3;4,0353081
Chile;New Income Methodology;2009;d4;4,8985429
Chile;New Income Methodology;2009;d5;5,8761392
Chile;New Income Methodology;2009;d6;7,0269843
Chile;New Income Methodology;2009;d7;8,5258657
Chile;New Income Methodology;2009;d8;10,798944
Chile;New Income Methodology;2009;d9;15,356666
Chile;New Income Methodology;2009;ratio_10_1;19,883734
Chile;New Income Methodology;2011;d1;2,0247979
Chile;New Income Methodology;2011;d10;38,031562
Chile;New Income Methodology;2011;d2;3,2258617
Chile;New Income Methodology;2011;d3;4,0893622
Chile;New Income Methodology;2011;d4;4,9766564
Chile;New Income Methodology;2011;d5;5,9005641
Chile;New Income Methodology;2011;d6;7,0124183
Chile;New Income Methodology;2011;d7;8,5333717
Chile;New Income Methodology;2011;d8;10,812186
Chile;New Income Methodology;2011;d9;15,39322
Chile;New Income Methodology;2011;ratio_10_1;18,780979
Chile;New Income Methodology;2013;d1;2,0964585
Chile;New Income Methodology;2013;d10;38,197475
Chile;New Income Methodology;2013;d2;3,2747011
Chile;New Income Methodology;2013;d3;4,0943678
Chile;New Income Methodology;2013;d4;4,9486446
Chile;New Income Methodology;2013;d5;5,8909452
Chile;New Income Methodology;2013;d6;7,0036476
Chile;New Income Methodology;2013;d7;8,438283
Chile;New Income Methodology;2013;d8;10,712258
Chile;New Income Methodology;2013;d9;15,34322
Chile;New Income Methodology;2013;ratio_10_1;18,214911
Chile;New Income Methodology;2015;d1;2,1923448
Chile;New Income Methodology;2015;d10;36,818061
Chile;New Income Methodology;2015;d2;3,4021507
Chile;New Income Methodology;2015;d3;4,2807333
Chile;New Income Methodology;2015;d4;5,137205
Chile;New Income Methodology;2015;d5;6,0702899
Chile;New Income Methodology;2015;d6;7,2058114
Chile;New Income Methodology;2015;d7;8,6981996
Chile;New Income Methodology;2015;d8;10,929435
Chile;New Income Methodology;2015;d9;15,265769
Chile;New Income Methodology;2015;ratio_10_1;16,791479
Chile;New Income Methodology;2017;d1;2,2256379
Chile;New Income Methodology;2017;d10;36,932366
Chile;New Income Methodology;2017;d2;3,4142053
Chile;New Income Methodology;2017;d3;4,293092
Chile;New Income Methodology;2017;d4;5,1534386
Chile;New Income Methodology;2017;d5;6,1082031
Chile;New Income Methodology;2017;d6;7,2364949
Chile;New Income Methodology;2017;d7;8,69015
Chile;New Income Methodology;2017;d8;10,860619
Chile;New Income Methodology;2017;d9;15,085792
Chile;New Income Methodology;2017;ratio_10_1;16,586462
Chile;New Income Methodology;2020;d1;1,8580116
Chile;New Income Methodology;2020;d10;37,165114
Chile;New Income Methodology;2020;d2;3,1939397
Chile;New Income Methodology;2020;d3;4,0935676
Chile;New Income Methodology;2020;d4;4,9788731
Chile;New Income Methodology;2020;d5;5,9212446
Chile;New Income Methodology;2020;d6;7,1144422
Chile;New Income Methodology;2020;d7;8,6394128
Chile;New Income Methodology;2020;d8;11,059011
Chile;New Income Methodology;2020;d9;15,976383
Chile;New Income Methodology;2020;ratio_10_1;20,00174
Chile;New Income Methodology;2022;d1;2,30727
Chile;New Income Methodology;2022;d10;34,493219
Chile;New Income Methodology;2022;d2;3,5953821
Chile;New Income Methodology;2022;d3;4,5153163
Chile;New Income Methodology;2022;d4;5,4164187
Chile;New Income Methodology;2022;d5;6,4163016
Chile;New Income Methodology;2022;d6;7,5736685
Chile;New Income Methodology;2022;d7;9,0419085
Chile;New Income Methodology;2022;d8;11,237795
Chile;New Income Methodology;2022;d9;15,402721
Chile;New Income Methodology;2022;ratio_10_1;14,949083
Chile;;1987;d1;1,2030584
Chile;;1987;d10;45,335754
Chile;;1987;d2;2,1947815
Chile;;1987;d3;2,9499927
Chile;;1987;d4;3,764946
Chile;;1987;d5;4,7095718
Chile;;1987;d6;5,9136839
Chile;;1987;d7;7,6161866
Chile;;1987;d8;10,312331
Chile;;1987;d9;15,999696
Chile;;1987;ratio_10_1;37,680309
Chile;;1990;d1;1,2304993
Chile;;1990;d10;46,996761
Chile;;1990;d2;2,1809976
Chile;;1990;d3;2,9014668
Chile;;1990;d4;3,678534
Chile;;1990;d5;4,5758247
Chile;;1990;d6;5,7444563
Chile;;1990;d7;7,379015
Chile;;1990;d8;9,9140272
Chile;;1990;d9;15,398417
Chile;;1990;ratio_10_1;38,185176
Chile;;1992;d1;1,4572841
Chile;;1992;d10;45,033051
Chile;;1992;d2;2,4234331
Chile;;1992;d3;3,1995435
Chile;;1992;d4;3,9828508
Chile;;1992;d5;4,8980951
Chile;;1992;d6;6,1057858
Chile;;1992;d7;7,745934
Chile;;1992;d8;10,173897
Chile;;1992;d9;14,980124
Chile;;1992;ratio_10_1;30,897869
Chile;;1994;d1;1,2929204
Chile;;1994;d10;45,831615
Chile;;1994;d2;2,246444
Chile;;1994;d3;2,9834301
Chile;;1994;d4;3,7627189
Chile;;1994;d5;4,7023039
Chile;;1994;d6;5,8890142
Chile;;1994;d7;7,5261302
Chile;;1994;d8;10,192854
Chile;;1994;d9;15,572567
Chile;;1994;ratio_10_1;35,442544
Chile;;1996;d1;1,3559827
Chile;;1996;d10;44,402363
Chile;;1996;d2;2,3234458
Chile;;1996;d3;3,1191356
Chile;;1996;d4;3,9397581
Chile;;1996;d5;4,8812389
Chile;;1996;d6;6,0947509
Chile;;1996;d7;7,774971
Chile;;1996;d8;10,448407
Chile;;1996;d9;15,659948
Chile;;1996;ratio_10_1;32,740946
Chile;;1998;d1;1,2841257
Chile;;1998;d10;44,935246
Chile;;1998;d2;2,2645788
Chile;;1998;d3;3,0514815
Chile;;1998;d4;3,8942087
Chile;;1998;d5;4,8301592
Chile;;1998;d6;6,0249529
Chile;;1998;d7;7,6802115
Chile;;1998;d8;10,334785
Chile;;1998;d9;15,700253
Chile;;1998;ratio_10_1;34,991217
Colombia;ECH-National;2001;d1;0,88949388
Colombia;ECH-National;2001;d10;45,73558
Colombia;ECH-National;2001;d2;2,0886428
Colombia;ECH-National;2001;d3;3,0812273
Colombia;ECH-National;2001;d4;3,9938462
Colombia;ECH-National;2001;d5;4,9649405
Colombia;ECH-National;2001;d6;6,1448932
Colombia;ECH-National;2001;d7;7,8054132
Colombia;ECH-National;2001;d8;10,297702
Colombia;ECH-National;2001;d9;14,99826
Colombia;ECH-National;2001;ratio_10_1;51,411871
Colombia;ECH-National;2002;d1;1,1036682
Colombia;ECH-National;2002;d10;45,156219
Colombia;ECH-National;2002;d2;2,1198964
Colombia;ECH-National;2002;d3;3,0136461
Colombia;ECH-National;2002;d4;3,8399494
Colombia;ECH-National;2002;d5;4,8508096
Colombia;ECH-National;2002;d6;6,0951414
Colombia;ECH-National;2002;d7;7,9152212
Colombia;ECH-National;2002;d8;10,481601
Colombia;ECH-National;2002;d9;15,423848
Colombia;ECH-National;2002;ratio_10_1;40,912066
Colombia;ECH-National;2003;d1;1,1806163
Colombia;ECH-National;2003;d10;42,661942
Colombia;ECH-National;2003;d2;2,3429596
Colombia;ECH-National;2003;d3;3,2667916
Colombia;ECH-National;2003;d4;4,214067
Colombia;ECH-National;2003;d5;5,2044291
Colombia;ECH-National;2003;d6;6,4595404
Colombia;ECH-National;2003;d7;8,1308832
Colombia;ECH-National;2003;d8;10,661936
Colombia;ECH-National;2003;d9;15,802555
Colombia;ECH-National;2003;ratio_10_1;36,13096
Colombia;ECH-National;2004;d1;1,2568724
Colombia;ECH-National;2004;d10;44,373169
Colombia;ECH-National;2004;d2;2,3046625
Colombia;ECH-National;2004;d3;3,1264243
Colombia;ECH-National;2004;d4;3,9622619
Colombia;ECH-National;2004;d5;4,9360299
Colombia;ECH-National;2004;d6;6,1392322
Colombia;ECH-National;2004;d7;7,8366036
Colombia;ECH-National;2004;d8;10,409021
Colombia;ECH-National;2004;d9;15,520227
Colombia;ECH-National;2004;ratio_10_1;35,293894
Colombia;ECH-National;2005;d1;1,2386248
Colombia;ECH-National;2005;d10;43,172802
Colombia;ECH-National;2005;d2;2,3415177
Colombia;ECH-National;2005;d3;3,2211688
Colombia;ECH-National;2005;d4;4,1266747
Colombia;ECH-National;2005;d5;5,1145277
Colombia;ECH-National;2005;d6;6,3521595
Colombia;ECH-National;2005;d7;8,0596437
Colombia;ECH-National;2005;d8;10,575613
Colombia;ECH-National;2005;d9;15,797265
Colombia;ECH-National;2005;ratio_10_1;34,848021
Colombia;GEIH-National;2008;d1;1,0180557
Colombia;GEIH-National;2008;d10;43,612022
Colombia;GEIH-National;2008;d2;2,09814
Colombia;GEIH-National;2008;d3;2,9799323
Colombia;GEIH-National;2008;d4;3,916425
Colombia;GEIH-National;2008;d5;5,0071731
Colombia;GEIH-National;2008;d6;6,3721724
Colombia;GEIH-National;2008;d7;8,1656294
Colombia;GEIH-National;2008;d8;10,848703
Colombia;GEIH-National;2008;d9;15,981747
Colombia;GEIH-National;2008;ratio_10_1;42,836098
Colombia;GEIH-National;2009;d1;1,1249025
Colombia;GEIH-National;2009;d10;42,850334
Colombia;GEIH-National;2009;d2;2,2183094
Colombia;GEIH-National;2009;d3;3,1147835
Colombia;GEIH-National;2009;d4;4,0277143
Colombia;GEIH-National;2009;d5;5,1157517
Colombia;GEIH-National;2009;d6;6,4623847
Colombia;GEIH-National;2009;d7;8,2810678
Colombia;GEIH-National;2009;d8;10,945543
Colombia;GEIH-National;2009;d9;15,859208
Colombia;GEIH-National;2009;ratio_10_1;38,092102
Colombia;GEIH-National;2010;d1;1,1427641
Colombia;GEIH-National;2010;d10;43,355324
Colombia;GEIH-National;2010;d2;2,2230246
Colombia;GEIH-National;2010;d3;3,0908172
Colombia;GEIH-National;2010;d4;3,9996121
Colombia;GEIH-National;2010;d5;5,0398636
Colombia;GEIH-National;2010;d6;6,3662653
Colombia;GEIH-National;2010;d7;8,1568947
Colombia;GEIH-National;2010;d8;10,812377
Colombia;GEIH-National;2010;d9;15,81306
Colombia;GEIH-National;2010;ratio_10_1;37,937045
Colombia;GEIH-National;2011;d1;1,2167834
Colombia;GEIH-National;2011;d10;42,317997
Colombia;GEIH-National;2011;d2;2,3121078
Colombia;GEIH-National;2011;d3;3,2097642
Colombia;GEIH-National;2011;d4;4,1379766
Colombia;GEIH-National;2011;d5;5,1827826
Colombia;GEIH-National;2011;d6;6,523633
Colombia;GEIH-National;2011;d7;8,3139639
Colombia;GEIH-National;2011;d8;10,96902
Colombia;GEIH-National;2011;d9;15,815971
Colombia;GEIH-National;2011;ratio_10_1;34,777512
Colombia;GEIH-National;2012;d1;1,2167225
Colombia;GEIH-National;2012;d10;41,234104
Colombia;GEIH-National;2012;d2;2,355896
Colombia;GEIH-National;2012;d3;3,2670321
Colombia;GEIH-National;2012;d4;4,234199
Colombia;GEIH-National;2012;d5;5,3301287
Colombia;GEIH-National;2012;d6;6,7093658
Colombia;GEIH-National;2012;d7;8,5078964
Colombia;GEIH-National;2012;d8;11,182547
Colombia;GEIH-National;2012;d9;15,962109
Colombia;GEIH-National;2012;ratio_10_1;33,887984
Colombia;GEIH-National;2013;d1;1,2153984
Colombia;GEIH-National;2013;d10;41,320148
Colombia;GEIH-National;2013;d2;2,3724155
Colombia;GEIH-National;2013;d3;3,2846222
Colombia;GEIH-National;2013;d4;4,2365646
Colombia;GEIH-National;2013;d5;5,3587513
Colombia;GEIH-National;2013;d6;6,7074003
Colombia;GEIH-National;2013;d7;8,4878349
Colombia;GEIH-National;2013;d8;11,097969
Colombia;GEIH-National;2013;d9;15,918893
Colombia;GEIH-National;2013;ratio_10_1;33,996916
Colombia;GEIH-National;2014;d1;1,2417703
Colombia;GEIH-National;2014;d10;41,313152
Colombia;GEIH-National;2014;d2;2,3769052
Colombia;GEIH-National;2014;d3;3,3047278
Colombia;GEIH-National;2014;d4;4,2679296
Colombia;GEIH-National;2014;d5;5,3602552
Colombia;GEIH-National;2014;d6;6,7112622
Colombia;GEIH-National;2014;d7;8,4774599
Colombia;GEIH-National;2014;d8;11,090322
Colombia;GEIH-National;2014;d9;15,856216
Colombia;GEIH-National;2014;ratio_10_1;33,269057
Colombia;GEIH-National;2015;d1;1,3437589
Colombia;GEIH-National;2015;d10;39,890224
Colombia;GEIH-National;2015;d2;2,5421436
Colombia;GEIH-National;2015;d3;3,4635689
Colombia;GEIH-National;2015;d4;4,4517422
Colombia;GEIH-National;2015;d5;5,5583982
Colombia;GEIH-National;2015;d6;6,9394412
Colombia;GEIH-National;2015;d7;8,7044029
Colombia;GEIH-National;2015;d8;11,276549
Colombia;GEIH-National;2015;d9;15,82977
Colombia;GEIH-National;2015;ratio_10_1;29,685455
Colombia;GEIH-National;2016;d1;1,3659054
Colombia;GEIH-National;2016;d10;39,732574
Colombia;GEIH-National;2016;d2;2,6030869
Colombia;GEIH-National;2016;d3;3,5515616
Colombia;GEIH-National;2016;d4;4,5319204
Colombia;GEIH-National;2016;d5;5,64604
Colombia;GEIH-National;2016;d6;6,9936757
Colombia;GEIH-National;2016;d7;8,7208319
Colombia;GEIH-National;2016;d8;11,19719
Colombia;GEIH-National;2016;d9;15,657216
Colombia;GEIH-National;2016;ratio_10_1;29,088303
Colombia;GEIH-National;2017;d1;1,4593233
Colombia;GEIH-National;2017;d10;38,923077
Colombia;GEIH-National;2017;d2;2,6979311
Colombia;GEIH-National;2017;d3;3,645689
Colombia;GEIH-National;2017;d4;4,62747
Colombia;GEIH-National;2017;d5;5,737927
Colombia;GEIH-National;2017;d6;7,0687876
Colombia;GEIH-National;2017;d7;8,7803965
Colombia;GEIH-National;2017;d8;11,292584
Colombia;GEIH-National;2017;d9;15,766814
Colombia;GEIH-National;2017;ratio_10_1;26,671377
Colombia;GEIH-National;2018;d1;1,4082732
Colombia;GEIH-National;2018;d10;39,603664
Colombia;GEIH-National;2018;d2;2,6359599
Colombia;GEIH-National;2018;d3;3,5738881
Colombia;GEIH-National;2018;d4;4,5368037
Colombia;GEIH-National;2018;d5;5,6474123
Colombia;GEIH-National;2018;d6;6,9810338
Colombia;GEIH-National;2018;d7;8,6826401
Colombia;GEIH-National;2018;d8;11,187807
Colombia;GEIH-National;2018;d9;15,742518
Colombia;GEIH-National;2018;ratio_10_1;28,120019
Colombia;GEIH-National;2019;d1;1,2961988
Colombia;GEIH-National;2019;d10;40,243328
Colombia;GEIH-National;2019;d2;2,4964118
Colombia;GEIH-National;2019;d3;3,4589093
Colombia;GEIH-National;2019;d4;4,4441743
Colombia;GEIH-National;2019;d5;5,5572915
Colombia;GEIH-National;2019;d6;6,8929195
Colombia;GEIH-National;2019;d7;8,6248245
Colombia;GEIH-National;2019;d8;11,166185
Colombia;GEIH-National;2019;d9;15,817638
Colombia;GEIH-National;2019;ratio_10_1;31,045648
Colombia;GEIH-National;2020;d1;1,0830165
Colombia;GEIH-National;2020;d10;41,539932
Colombia;GEIH-National;2020;d2;2,3113465
Colombia;GEIH-National;2020;d3;3,3003657
Colombia;GEIH-National;2020;d4;4,2799582
Colombia;GEIH-National;2020;d5;5,3596673
Colombia;GEIH-National;2020;d6;6,6798716
Colombia;GEIH-National;2020;d7;8,4156446
Colombia;GEIH-National;2020;d8;11,059545
Colombia;GEIH-National;2020;d9;15,970654
Colombia;GEIH-National;2020;ratio_10_1;38,354293
Colombia;GEIH-National;2021;d1;1,3152134
Colombia;GEIH-National;2021;d10;40,061218
Colombia;GEIH-National;2021;d2;2,5218122
Colombia;GEIH-National;2021;d3;3,4754939
Colombia;GEIH-National;2021;d4;4,4174089
Colombia;GEIH-National;2021;d5;5,473197
Colombia;GEIH-National;2021;d6;6,8063793
Colombia;GEIH-National;2021;d7;8,578476
Colombia;GEIH-National;2021;d8;11,245847
Colombia;GEIH-National;2021;d9;16,104954
Colombia;GEIH-National;2021;ratio_10_1;30,458904
Colombia;New Methodology;2021;d1;1,0448945
Colombia;New Methodology;2021;d10;43,645044
Colombia;New Methodology;2021;d2;2,1675182
Colombia;New Methodology;2021;d3;3,0633729
Colombia;New Methodology;2021;d4;3,9506529
Colombia;New Methodology;2021;d5;5,0042108
Colombia;New Methodology;2021;d6;6,2823895
Colombia;New Methodology;2021;d7;8,0501492
Colombia;New Methodology;2021;d8;10,74416
Colombia;New Methodology;2021;d9;16,047608
Colombia;New Methodology;2021;ratio_10_1;41,767297
Colombia;New Methodology;2022;d1;1,1000386
Colombia;New Methodology;2022;d10;43,414776
Colombia;New Methodology;2022;d2;2,2143587
Colombia;New Methodology;2022;d3;3,1009037
Colombia;New Methodology;2022;d4;3,9945036
Colombia;New Methodology;2022;d5;5,0237013
Colombia;New Methodology;2022;d6;6,3076134
Colombia;New Methodology;2022;d7;8,0525608
Colombia;New Methodology;2022;d8;10,749992
Colombia;New Methodology;2022;d9;16,041552
Colombia;New Methodology;2022;ratio_10_1;39,466173
Colombia;New Methodology;2023;d1;1,1934901
Colombia;New Methodology;2023;d10;42,567844
Colombia;New Methodology;2023;d2;2,3105347
Colombia;New Methodology;2023;d3;3,1864574
Colombia;New Methodology;2023;d4;4,0842624
Colombia;New Methodology;2023;d5;5,1212831
Colombia;New Methodology;2023;d6;6,4211731
Colombia;New Methodology;2023;d7;8,183815
Colombia;New Methodology;2023;d8;10,901233
Colombia;New Methodology;2023;d9;16,029907
Colombia;New Methodology;2023;ratio_10_1;35,664932
Costa Rica;ECNFT;2016;d1;2,2544968
Costa Rica;ECNFT;2016;d10;32,02573
Costa Rica;ECNFT;2016;d2;3,5657592
Costa Rica;ECNFT;2016;d3;4,5307746
Costa Rica;ECNFT;2016;d4;5,5070081
Costa Rica;ECNFT;2016;d5;6,6373119
Costa Rica;ECNFT;2016;d6;7,8718538
Costa Rica;ECNFT;2016;d7;9,5894175
Costa Rica;ECNFT;2016;d8;11,94058
Costa Rica;ECNFT;2016;d9;16,077068
Costa Rica;ECNFT;2016;ratio_10_1;14,186943
Costa Rica;ECNFT;2017;d1;2,3026195
Costa Rica;ECNFT;2017;d10;33,48674
Costa Rica;ECNFT;2017;d2;3,6492641
Costa Rica;ECNFT;2017;d3;4,5983911
Costa Rica;ECNFT;2017;d4;5,5722361
Costa Rica;ECNFT;2017;d5;6,6074648
Costa Rica;ECNFT;2017;d6;7,749258
Costa Rica;ECNFT;2017;d7;9,1950169
Costa Rica;ECNFT;2017;d8;11,42499
Costa Rica;ECNFT;2017;d9;15,414021
Costa Rica;ECNFT;2017;ratio_10_1;14,531874
Costa Rica;ECNFT;2018;d1;2,273097
Costa Rica;ECNFT;2018;d10;35,154346
Costa Rica;ECNFT;2018;d2;3,5305133
Costa Rica;ECNFT;2018;d3;4,459929
Costa Rica;ECNFT;2018;d4;5,3454132
Costa Rica;ECNFT;2018;d5;6,3398471
Costa Rica;ECNFT;2018;d6;7,5658689
Costa Rica;ECNFT;2018;d7;9,1018038
Costa Rica;ECNFT;2018;d8;11,276931
Costa Rica;ECNFT;2018;d9;14,952248
Costa Rica;ECNFT;2018;ratio_10_1;15,455599
Costa Rica;ECNFT;2019;d1;2,3355794
Costa Rica;ECNFT;2019;d10;33,101055
Costa Rica;ECNFT;2019;d2;3,6586397
Costa Rica;ECNFT;2019;d3;4,5930018
Costa Rica;ECNFT;2019;d4;5,5088983
Costa Rica;ECNFT;2019;d5;6,5774803
Costa Rica;ECNFT;2019;d6;7,8104529
Costa Rica;ECNFT;2019;d7;9,3858118
Costa Rica;ECNFT;2019;d8;11,590898
Costa Rica;ECNFT;2019;d9;15,438182
Costa Rica;ECNFT;2019;ratio_10_1;14,160681
Costa Rica;ECNFT;2020;d1;2,4113359
Costa Rica;ECNFT;2020;d10;30,416616
Costa Rica;ECNFT;2020;d2;3,8527369
Costa Rica;ECNFT;2020;d3;4,8799653
Costa Rica;ECNFT;2020;d4;5,8107443
Costa Rica;ECNFT;2020;d5;6,8264174
Costa Rica;ECNFT;2020;d6;8,1006432
Costa Rica;ECNFT;2020;d7;9,6993246
Costa Rica;ECNFT;2020;d8;11,959151
Costa Rica;ECNFT;2020;d9;16,043064
Costa Rica;ECNFT;2020;ratio_10_1;12,612678
Costa Rica;ECNFT;2021;d1;2,5688779
Costa Rica;ECNFT;2021;d10;30,250196
Costa Rica;ECNFT;2021;d2;3,9876399
Costa Rica;ECNFT;2021;d3;5,0439439
Costa Rica;ECNFT;2021;d4;6,0034685
Costa Rica;ECNFT;2021;d5;6,9755144
Costa Rica;ECNFT;2021;d6;8,1923943
Costa Rica;ECNFT;2021;d7;9,7042179
Costa Rica;ECNFT;2021;d8;11,788186
Costa Rica;ECNFT;2021;d9;15,48556
Costa Rica;ECNFT;2021;ratio_10_1;11,765707
Costa Rica;ECNFT;2022;d1;2,6095295
Costa Rica;ECNFT;2022;d10;28,299737
Costa Rica;ECNFT;2022;d2;4,0295666
Costa Rica;ECNFT;2022;d3;5,132424
Costa Rica;ECNFT;2022;d4;6,1759845
